gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,72,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',105,7589.8,No
Female,0,Yes,Yes,12,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',19.8,229.6,Yes
Female,0,No,No,13,No,'No phone service',DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',30.85,394.1,No
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',89.9,89.9,Yes
Female,0,Yes,Yes,15,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',20.55,295.95,No
Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',84.85,5459.2,No
Female,0,Yes,Yes,12,No,'No phone service',DSL,Yes,No,No,Yes,No,No,'One year',No,'Credit card (automatic)',33.15,444.75,No
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',92,6782.15,No
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',89.8,6510.45,No
Female,0,Yes,Yes,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',115.8,8476.5,No
Male,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Mailed check',85.15,4461.85,No
Male,0,No,No,2,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',24.85,62,No
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,'Electronic check',64.35,352.65,No
Female,0,No,No,68,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.5,1424.9,No
Female,0,No,Yes,62,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',100.15,6413.65,Yes
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',86.05,6309.65,No
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Electronic check',50.8,50.8,Yes
Female,0,Yes,No,66,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,No,No,'One year',No,'Electronic check',89,5898.6,No
Male,0,Yes,Yes,72,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',64.8,4719.75,No
Male,0,No,No,26,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',19.8,457.3,No
Male,0,Yes,Yes,64,Yes,Yes,'Fiber optic',Yes,No,Yes,No,No,Yes,'Two year',No,'Bank transfer (automatic)',93.4,5822.3,No
Male,1,Yes,No,20,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',73.65,1463.5,Yes
Female,0,No,No,3,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.1,307.4,Yes
Male,0,No,No,22,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',94.65,2104.55,Yes
Male,0,Yes,No,4,Yes,No,'Fiber optic',No,No,Yes,Yes,No,No,Month-to-month,Yes,'Mailed check',80.6,319.15,Yes
Male,0,Yes,No,62,No,'No phone service',DSL,No,No,No,Yes,Yes,No,'Two year',Yes,'Bank transfer (automatic)',39,2337.45,No
Female,0,No,No,5,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.5,104.3,No
Male,0,Yes,No,59,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,'One year',No,'Electronic check',85.55,5084.65,Yes
Male,0,No,Yes,3,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',26.4,121.25,No
Female,0,Yes,No,72,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,No,'Two year',Yes,'Bank transfer (automatic)',98.2,7015.9,No
Male,0,Yes,Yes,57,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',97.55,5598,No
Male,0,No,Yes,66,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.95,1269.1,No
Female,0,No,No,60,No,'No phone service',DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',50.8,3027.4,Yes
Male,0,No,Yes,45,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'Two year',No,'Bank transfer (automatic)',99.7,4634.35,No
Female,0,No,No,3,No,'No phone service',DSL,No,No,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',34.8,113.95,No
Female,0,No,No,15,Yes,No,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,'Electronic check',105.1,1582.75,Yes
Female,0,No,Yes,51,No,'No phone service',DSL,Yes,No,Yes,Yes,Yes,Yes,'One year',No,'Bank transfer (automatic)',60.15,3077,No
Female,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,'One year',No,'Electronic check',64.75,4039.5,No
Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',54.65,1665.2,No
Male,0,No,No,10,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',110.1,1043.3,Yes
Male,1,No,No,26,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',19.3,504.2,No
Female,0,No,No,6,Yes,No,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,No,'Electronic check',83.9,497.55,Yes
Female,0,Yes,No,67,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',111.25,7511.65,No
Female,0,Yes,Yes,49,No,'No phone service',DSL,Yes,No,No,Yes,No,No,'One year',Yes,'Credit card (automatic)',35.8,1782,No
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.05,20.05,No
Female,1,No,No,7,Yes,No,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',84.35,609.65,No
Female,1,No,No,27,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',110.5,2857.6,No
Male,0,Yes,Yes,37,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,'One year',No,'Credit card (automatic)',91.2,3247.55,No
Female,0,Yes,Yes,63,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',100.55,6215.35,Yes
Male,0,Yes,Yes,31,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,No,No,Month-to-month,No,'Electronic check',89.3,2823,No
Male,0,Yes,Yes,50,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',103.85,5017.9,Yes
Male,1,No,No,32,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',81.1,2619.25,No
Female,0,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',24.6,24.6,Yes
Female,0,Yes,No,63,Yes,Yes,'Fiber optic',No,No,No,Yes,No,No,'One year',Yes,'Credit card (automatic)',81.2,4965.1,No
Male,0,No,No,30,Yes,Yes,'Fiber optic',Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',94.3,2679.7,No
Male,0,Yes,No,71,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',116.1,8310.55,No
Female,0,No,No,53,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'Two year',No,'Electronic check',105.55,5682.25,No
Female,0,No,No,12,Yes,No,'Fiber optic',Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',98.9,1120.95,Yes
Male,0,Yes,No,50,Yes,Yes,'Fiber optic',Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',94.4,4914.9,No
Female,0,No,No,2,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.5,27.55,No
Female,0,No,No,9,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,No,'Credit card (automatic)',98.3,923.5,Yes
Male,0,No,No,17,Yes,No,'Fiber optic',Yes,No,No,No,Yes,Yes,Month-to-month,No,'Electronic check',93.85,1625.65,Yes
Female,0,Yes,No,56,Yes,No,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',105.6,6068.65,No
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,'Two year',No,'Credit card (automatic)',81.35,5398.6,No
Male,1,No,No,9,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100.5,918.6,Yes
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',56.4,234.85,No
Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,'One year',Yes,'Bank transfer (automatic)',65.35,1231.85,No
Female,0,No,Yes,8,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.95,170.9,No
Female,0,No,No,71,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',111.25,7984.15,No
Male,1,No,No,10,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',72.85,688.65,Yes
Female,1,No,No,15,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,No,'Credit card (automatic)',89,1288.3,No
Male,0,Yes,Yes,72,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',106.1,7848.5,No
Male,0,No,No,12,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',20.05,267,No
Male,0,Yes,Yes,72,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',25.2,1798.9,No
Male,1,Yes,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',73.55,73.55,Yes
Female,1,No,No,23,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',75.4,1643.55,No
Male,0,No,No,72,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',65.55,4807.45,No
Female,0,No,No,26,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',80.7,2193,No
Female,0,No,No,21,Yes,No,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Mailed check',104.55,2239.4,No
Male,0,Yes,No,60,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',24.15,1505.9,No
Male,0,No,No,12,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.45,255.35,No
Male,0,Yes,No,16,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.4,1189.4,No
Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',79.7,4786.15,No
Female,1,No,No,22,Yes,No,'Fiber optic',Yes,Yes,No,No,No,No,Month-to-month,No,'Electronic check',81.7,1820.9,No
Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,'Bank transfer (automatic)',76.3,2404.15,No
Female,1,No,No,3,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',79.4,205.05,Yes
Female,0,No,No,13,Yes,No,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',81.15,952.3,Yes
Female,0,Yes,Yes,68,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',103.75,7039.45,No
Female,0,Yes,Yes,30,Yes,No,'Fiber optic',No,No,Yes,No,No,Yes,'One year',No,'Electronic check',86.45,2538.05,No
Female,0,No,No,16,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',75.1,1212.85,No
Male,0,No,No,33,Yes,No,'Fiber optic',No,Yes,No,Yes,No,No,'Two year',No,'Bank transfer (automatic)',80.6,2651.1,No
Male,0,Yes,No,72,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.3,1304.8,No
Female,1,No,No,4,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',84.6,360.1,Yes
Female,0,No,No,12,No,'No phone service',DSL,Yes,No,No,Yes,No,No,'One year',Yes,'Mailed check',33.6,435.45,No
Female,1,Yes,No,4,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',83.25,308.05,No
Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,'Two year',No,'Mailed check',80.85,?,No
Female,0,No,No,6,Yes,Yes,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Electronic check',79.05,434.5,Yes
Female,0,Yes,No,65,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',108.05,7118.9,No
Female,0,No,No,15,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.9,320.45,No
Female,0,No,Yes,24,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',21.05,531.55,No
Female,0,No,Yes,13,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,No,'Electronic check',30.15,382.2,No
Male,0,No,No,24,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',79.85,2001,No
Female,0,Yes,No,72,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',65.5,4919.7,No
Female,0,Yes,Yes,54,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',104.1,5645.8,No
Female,0,No,No,3,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',74.4,215.8,Yes
Male,0,Yes,Yes,4,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.5,77.6,No
Female,1,Yes,Yes,32,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Mailed check',91.35,2896.55,No
Male,1,No,No,35,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.05,3395.8,Yes
Male,0,Yes,Yes,35,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',20.5,759.35,No
Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',44.95,85.15,Yes
Female,0,No,No,8,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,No,'Electronic check',75.6,535.55,No
Male,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,'Mailed check',55.1,1253.15,No
Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,'Electronic check',58.95,955.15,No
Male,0,No,No,22,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.1,2162.6,No
Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',44.7,44.7,Yes
Female,0,Yes,Yes,71,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',25.45,1813.35,No
Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,'Electronic check',56.75,245.15,No
Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,'Bank transfer (automatic)',81.75,2028.8,No
Female,0,Yes,Yes,32,Yes,No,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',86.1,2723.75,No
Male,1,Yes,No,7,No,'No phone service',DSL,Yes,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',29.8,220.45,No
Male,0,No,No,17,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',20.5,365.8,No
Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,'Bank transfer (automatic)',60.9,551.95,No
Female,1,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,'Two year',No,'Bank transfer (automatic)',73.25,4054.2,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',45.7,45.7,Yes
Male,1,No,No,8,Yes,No,'Fiber optic',Yes,No,No,Yes,Yes,Yes,Month-to-month,No,'Credit card (automatic)',100.3,832.35,Yes
Male,0,No,No,7,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',19.25,112.3,Yes
Male,0,No,Yes,3,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.85,60.65,No
Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',No,'Credit card (automatic)',77.35,5550.1,No
Female,0,No,No,2,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96,174.8,Yes
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,No,'Electronic check',90.55,90.55,Yes
Male,0,Yes,No,49,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',93.85,4733.1,No
Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,'Two year',No,'Bank transfer (automatic)',70.1,4048.95,No
Male,1,Yes,No,44,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',30.35,1359.7,Yes
Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',75.95,4542.35,No
Male,0,No,No,71,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',108.05,7532.15,Yes
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.9,69.9,Yes
Female,0,No,No,11,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',75.25,888.65,No
Male,1,Yes,No,62,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',103.75,6383.35,Yes
Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,'One year',Yes,'Bank transfer (automatic)',54.95,1916,No
Female,0,No,No,20,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',19.5,413,No
Male,0,Yes,Yes,40,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.6,808.95,No
Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,'One year',Yes,'Electronic check',47.85,1886.4,No
Male,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',86.6,86.6,Yes
Female,0,Yes,Yes,72,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',23.75,1679.25,No
Female,1,Yes,No,33,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',80.6,2656.5,Yes
Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',43.8,540.95,No
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',19.75,19.75,No
Male,0,No,Yes,27,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.15,537.35,No
Male,0,Yes,Yes,34,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',19.6,678.8,No
